Index,Points,Expansions,PlayerCount,Platform,A Sickening Lurch,Arborec,Argent Flight,Avarice Rex,Barony of Letnev,Clan of Saar,Crimson Rebellion,Deepwrought Scholarate,El Nen Janovet,Embers of Muaat,Emirates of Hacan,Empyrean,Expansions_y,Federation of Sol,Firmament,Ghosts of Creuss,Il Na Viroset,"Il Sai Lakoe, Herald of Thorns",Keleres Argent,Keleres Mentak,KeleresMentakArgent,KeleresMentakMentak,KeleresMentakXxcha,Keleres Xxcha,L1Z1X Mindnet,Last Bastion,Mahact Gene-Sorcerers,Mentak Coalition,Naalu Collective,Naaz-Rokha Alliance,Nekro Virus,Nomad,Obsidian,Platform_y,PlayerCount_y,Radiant Aur,Ral Nel Consortium,Ruby Monarch,Saint of Swords,Sardakk N'orr,Titans of Ul,Universities of Jol-Nar,Vuil'raith Cabal,Winnu,Xxcha Kingdom,Yin Brotherhood,Yssaril Tribes
5596,10,Prophecy of Kings Only,6,Async,0,0,1,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Async,6,0,0,0,0,0,0,1,0,0,0,1,1
5658,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,0,0,0,0,0,1,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Async,6,0,0,0,0,1,0,0,0,0,1,1,0
5698,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,1,0,0,0,0,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Async,6,0,0,0,0,1,0,0,0,0,0,1,0
5716,10,Prophecy of Kings Only,6,Async,0,0,1,0,0,0,0,0,0,0,0,1,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Async,6,0,0,0,0,0,0,0,1,0,0,1,0
5776,10,Prophecy of Kings Only,6,Async,0,0,0,0,1,0,0,0,0,1,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Async,6,0,0,0,0,0,0,0,0,0,1,1,0
5906,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,0,0,0,0,1,1,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,0,0,0,0,1,0,1,1
5960,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,1,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Async,6,0,0,0,0,0,1,1,0,0,0,1,0
5966,10,Prophecy of Kings Only,6,Async,0,0,1,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Async,6,0,0,0,0,0,0,0,0,0,0,1,1
5992,10,Prophecy of Kings Only,6,Async,0,0,1,0,1,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,0,0,0,0,0,1,1,0
6080,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,1,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Async,6,0,0,0,0,0,1,0,0,0,0,1,1
6244,10,Prophecy of Kings Only,6,Async,0,1,0,0,1,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Async,6,0,0,0,0,0,0,0,0,0,0,1,1
6346,10,Prophecy of Kings Only,6,Async,0,0,1,0,0,0,0,0,0,0,0,1,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Async,6,0,0,0,0,0,0,0,0,0,0,1,0
6519,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,1,0,0,0,0,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Async,6,0,0,0,0,0,0,0,0,1,0,1,0
6771,10,Prophecy of Kings Only,6,Async,0,1,1,0,0,0,0,0,0,0,1,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,0,0,0,0,0,0,1,1
6897,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Async,6,0,0,0,0,0,0,0,1,0,0,1,0
6912,10,Prophecy of Kings Only,6,Async,0,0,0,0,1,1,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Async,6,0,0,0,0,0,0,0,0,0,0,1,0
7149,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Async,6,0,0,0,0,0,1,0,0,0,0,1,0
7559,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Async,6,0,0,0,0,0,0,1,0,1,0,1,0
7768,10,Prophecy of Kings Only,6,Async,0,1,1,0,0,1,0,0,0,0,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,0,0,0,0,0,0,1,1
7799,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,1,0,0,0,0,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,0,0,0,1,0,0,1,1
7940,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,1,0,0,1,0,0,1,0
8174,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,0,1,1,0,0,1,1,0
8449,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,1,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Async,6,0,0,0,0,0,1,0,0,0,1,1,0
8594,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Async,6,0,0,0,0,0,0,0,0,0,1,1,0
8669,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,1,0,0,0,1,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Async,6,0,0,0,0,0,0,0,0,0,0,1,0
8911,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Async,6,0,0,0,0,1,0,0,0,0,1,1,0
9036,10,Prophecy of Kings Only,6,Async,0,0,0,0,1,0,0,0,0,1,1,0,Prophecy of Kings Only,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,0,0,0,1,0,0,1,0
9209,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,0,0,0,0,0,0,1,Prophecy of Kings Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Async,6,0,0,0,0,0,0,0,0,0,0,1,1
9459,10,Prophecy of Kings Only,6,Async,0,0,0,0,1,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Async,6,0,0,0,0,0,0,0,0,1,0,1,0
9549,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,Async,6,0,0,0,0,1,0,0,0,0,0,1,0
9710,10,Prophecy of Kings Only,6,Async,0,0,0,0,1,0,0,0,0,0,0,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Async,6,0,0,0,0,0,0,0,0,0,0,1,0
9863,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,0,0,0,0,0,1,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Async,6,0,0,0,0,0,1,0,0,0,1,1,0
10020,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,0,0,0,0,0,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Async,6,0,0,0,0,0,0,0,0,1,0,1,0
10035,10,Prophecy of Kings Only,6,Async,0,0,1,0,0,0,0,0,0,0,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Async,6,0,0,0,0,0,0,0,1,0,1,1,0
10090,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,1,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Async,6,0,0,0,0,0,0,0,0,0,1,1,0
10326,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,0,0,0,0,0,1,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,0,0,1,0,1,1,1,0
10509,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,1,0,0,0,0,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Async,6,0,0,0,0,0,0,0,0,0,1,1,0
10627,10,Prophecy of Kings Only,6,Async,0,0,0,0,1,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Async,6,0,0,0,0,0,0,0,0,0,1,1,1
10715,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,0,0,0,1,0,0,1,1
10752,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,1,0,0,0,0,1,0,Prophecy of Kings Only,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,1,0,0,1,0,0,1,0
10852,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Async,6,0,0,0,0,1,1,0,0,0,0,1,0
11012,10,Prophecy of Kings Only,6,Async,0,0,1,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Async,6,0,0,0,0,0,0,0,1,1,0,1,0
11045,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,0,0,0,0,0,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,1,0,1,1,0,1,1,0
11053,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Async,6,0,0,0,0,1,0,1,1,0,0,1,0
11262,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,1,0,0,0,0,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Async,6,0,0,0,0,1,0,0,0,0,0,1,0
11310,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Async,6,0,0,0,0,0,1,0,0,0,1,1,1
11589,10,Prophecy of Kings Only,6,Async,0,0,1,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Async,6,0,0,0,0,0,0,0,0,0,1,1,0
11596,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Async,6,0,0,0,0,0,1,1,0,0,0,1,0
11613,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Async,6,0,0,0,0,0,0,1,0,0,0,1,0
11729,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,1,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,0,0,0,0,0,1,1,0
11936,10,Prophecy of Kings Only,6,Async,0,0,1,0,0,1,0,0,0,0,1,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,0,1,0,0,0,0,1,0
12048,10,Prophecy of Kings Only,6,Async,0,0,1,0,0,0,0,0,0,0,0,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Async,6,0,0,0,0,0,0,0,0,0,1,1,0
12200,10,Prophecy of Kings Only,6,Async,0,0,0,0,1,0,0,0,0,1,0,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,0,0,0,0,1,0,1,0
12459,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,1,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,0,0,0,0,1,1,1,0
12460,10,Prophecy of Kings Only,6,Async,0,0,0,0,1,1,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Async,6,0,0,0,0,0,0,0,0,0,1,1,0
12472,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,1,0,0,0,0,0,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Async,6,0,0,0,0,0,1,0,0,0,0,1,1
12851,10,Prophecy of Kings Only,6,Async,0,0,1,0,0,1,0,0,0,0,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Async,6,0,0,0,0,0,1,0,0,0,0,1,0
13145,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Async,6,0,0,0,0,0,0,0,0,1,1,1,0
14226,10,Prophecy of Kings Only,6,Async,0,0,1,0,1,0,0,0,0,0,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,0,1,0,0,0,0,1,0
14254,10,Prophecy of Kings Only,6,Async,0,0,1,0,0,0,0,0,0,0,0,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,1,0,1,0,1,0,1,0
14498,10,Prophecy of Kings Only,6,Async,0,0,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,0,0,1,0,0,1,1,0
203,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Async,6,0,0,0,0,0,0,1,0,0,1,0,0
3094,10,Prophecy of Kings Only,6,Async,0,1,1,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Async,6,0,0,0,0,0,0,0,1,0,0,0,0
3834,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,Async,6,0,0,0,0,0,0,0,0,0,0,0,0
3884,10,Prophecy of Kings Only,6,Async,0,1,0,0,1,0,0,0,0,0,0,0,Prophecy of Kings Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,1,0,1,0,0,0,0,0
4011,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Async,6,0,0,0,0,0,0,0,1,0,0,0,0
4110,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Async,6,0,0,0,0,1,0,0,0,1,1,0,0
4195,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,1,0,Prophecy of Kings Only,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Async,6,0,0,0,0,0,0,0,0,1,0,0,0
4203,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,1,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Async,6,0,0,0,0,0,1,0,0,0,0,0,0
4246,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Async,6,0,0,0,0,0,0,1,1,0,0,0,1
4301,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,1,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Async,6,0,0,0,0,1,0,1,0,1,0,0,0
4438,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Async,6,0,0,0,0,0,0,1,1,0,1,0,0
4502,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,1,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Async,6,0,0,0,0,0,0,0,0,0,0,0,0
4570,10,Prophecy of Kings Only,6,Async,0,1,0,0,1,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Async,6,0,0,0,0,1,0,0,0,0,0,0,0
4681,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,1,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Async,6,0,0,0,0,0,1,1,0,0,0,0,0
4756,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,1,0,0,0,0,0,1,Prophecy of Kings Only,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Async,6,0,0,0,0,0,0,1,0,0,0,0,0
4941,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,Async,6,0,0,0,0,0,0,0,0,0,1,0,0
5021,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Async,6,0,0,0,0,0,1,0,0,0,0,0,1
5033,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,1,0,0,0,1,0,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,0,1,0,0,1,0,0,0
5109,10,Prophecy of Kings Only,6,Async,0,1,0,0,1,0,0,0,0,0,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Async,6,0,0,0,0,0,0,0,0,1,0,0,0
5130,10,Prophecy of Kings Only,6,Async,0,1,0,0,1,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Async,6,0,0,0,0,0,0,0,0,0,0,1,1
5173,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Async,6,0,0,0,0,0,1,0,0,1,0,0,1
5239,10,Prophecy of Kings Only,6,Async,0,1,1,0,1,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,0,0,0,1,0,0,0,0
5492,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Async,6,0,0,0,0,0,0,0,0,0,0,1,1
5526,10,Prophecy of Kings Only,6,Async,0,1,1,0,1,1,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,0,0,0,1,0,0,0,0
5534,10,Prophecy of Kings Only,6,Async,0,1,1,0,1,0,0,0,0,0,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Async,6,0,0,0,0,1,0,0,0,0,0,0,0
5568,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,1,Prophecy of Kings Only,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Async,6,0,0,0,0,0,0,1,0,0,0,1,0
5609,10,Prophecy of Kings Only,6,Async,0,1,0,0,1,1,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Async,6,0,0,0,0,0,0,0,0,0,1,0,1
5663,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Async,6,0,0,0,0,1,0,0,0,1,0,1,0
5691,10,Prophecy of Kings Only,6,Async,0,1,0,0,1,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Async,6,0,0,0,0,1,0,1,0,0,0,0,0
6270,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Async,6,0,0,0,0,0,0,1,1,0,0,0,0
6469,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,1,0,0,0,1,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Async,6,0,0,0,0,0,0,0,0,0,0,0,1
6495,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Async,6,0,0,0,0,0,0,1,0,0,0,1,0
6507,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Async,6,0,0,0,0,0,0,0,0,0,0,0,1
6934,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,1,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Async,6,0,0,0,0,0,0,0,1,0,0,0,0
6959,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Async,6,0,0,0,0,0,1,0,0,0,1,0,0
7020,10,Prophecy of Kings Only,6,Async,0,1,1,0,0,1,0,0,0,0,0,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,0,0,1,1,0,0,0,0
7035,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Async,6,0,0,0,0,0,0,0,0,0,1,0,1
7041,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,1,0,0,0,0,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Async,6,0,0,0,0,0,0,1,0,0,0,0,0
7093,10,Prophecy of Kings Only,6,Async,0,1,1,0,1,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Async,6,0,0,0,0,1,1,0,0,0,0,0,0
7332,10,Prophecy of Kings Only,6,Async,0,1,1,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Async,6,0,0,0,0,0,0,0,0,1,1,0,0
7434,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,1,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Async,6,0,0,0,0,0,1,0,0,0,1,0,0
7461,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Async,6,0,0,0,0,0,1,1,0,0,0,1,0
7600,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,1,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Async,6,0,0,0,0,1,0,0,0,0,0,0,0
7864,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,1,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Async,6,0,0,0,0,0,0,0,0,0,0,0,1
7950,10,Prophecy of Kings Only,6,Async,0,1,0,0,0,0,0,0,0,0,0,1,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Async,6,0,0,0,0,0,0,0,1,0,1,0,0
