Index,WinningFaction
6162,EmbersofMuaat
6214,ArgentFlight
6219,TitansofUl
6234,GhostsofCreuss
6237,MentakCoalition
6284,L1Z1XMindnet
6330,Nomad
6357,UniversitiesofJolNar
6390,TitansofUl
6407,ClanofSaar
6422,NaazRokhaAlliance
6477,YssarilTribes
6563,ClanofSaar
6653,NekroVirus
6654,XxchaKingdom
6659,NaaluCollective
6785,XxchaKingdom
6789,EmiratesofHacan
6804,UniversitiesofJolNar
6841,ArgentFlight
6933,Nomad
6937,NaaluCollective
6956,KeleresMentak
6979,EmbersofMuaat
6988,Winnu
7004,NaaluCollective
7131,ArgentFlight
7160,YssarilTribes
7173,NaazRokhaAlliance
7181,NaazRokhaAlliance
7257,NaaluCollective
7261,YssarilTribes
7288,YinBrotherhood
7289,Vuil'raithCabal
7303,EmiratesofHacan
7346,TitansofUl
7371,Vuil'raithCabal
7403,FederationofSol
7435,EmiratesofHacan
7444,XxchaKingdom
7484,NaazRokhaAlliance
7499,YssarilTribes
7550,UniversitiesofJolNar
7619,EmbersofMuaat
7639,KeleresMentak
7687,NaazRokhaAlliance
7705,YssarilTribes
7719,KeleresMentak
7747,YinBrotherhood
7821,YssarilTribes
7831,TitansofUl
7923,NaazRokhaAlliance
7952,Winnu
8024,ArgentFlight
8045,SardakkN'orr
8123,NekroVirus
8180,TitansofUl
8209,XxchaKingdom
8262,EmiratesofHacan
8269,Nomad
8328,KeleresMentak
8368,UniversitiesofJolNar
8435,ClanofSaar
8451,Empyrean
8452,Winnu
8459,Arborec
8466,NaazRokhaAlliance
8494,GhostsofCreuss
8536,NekroVirus
8584,EmbersofMuaat
8592,GhostsofCreuss
8623,XxchaKingdom
8629,FederationofSol
8637,FederationofSol
8690,YssarilTribes
8764,YssarilTribes
8844,XxchaKingdom
8869,YinBrotherhood
8905,NaazRokhaAlliance
8960,SardakkN'orr
9034,EmiratesofHacan
9051,GhostsofCreuss
9149,ArgentFlight
9217,UniversitiesofJolNar
9471,FederationofSol
9490,NekroVirus
9538,ArgentFlight
9573,NekroVirus
9600,Nomad
9633,KeleresArgent
9651,Winnu
9685,ArgentFlight
9734,Arborec
9743,EmiratesofHacan
9754,Empyrean
9803,KeleresMentak
9809,Empyrean
9922,UniversitiesofJolNar
9926,YinBrotherhood
10033,KeleresMentak
10076,ArgentFlight
10091,ArgentFlight
10110,NaazRokhaAlliance
10167,ArgentFlight
10212,ClanofSaar
10237,ClanofSaar
10449,EmiratesofHacan
10495,YssarilTribes
10682,KeleresMentak
10778,Winnu
10796,NaazRokhaAlliance
10870,ClanofSaar
10892,EmbersofMuaat
10941,Empyrean
10971,NaazRokhaAlliance
11009,NaaluCollective
11078,XxchaKingdom
11084,EmbersofMuaat
11085,Empyrean
11096,EmiratesofHacan
11167,SardakkN'orr
11176,Empyrean
11199,XxchaKingdom
11241,Vuil'raithCabal
11358,UniversitiesofJolNar
11359,KeleresMentak
11375,NekroVirus
11378,NekroVirus
11527,EmiratesofHacan
11537,Empyrean
11604,NaaluCollective
11652,Nomad
11664,EmbersofMuaat
11686,NaazRokhaAlliance
11859,YssarilTribes
12183,Arborec
12391,NaazRokhaAlliance
12522,YinBrotherhood
12612,YssarilTribes
12731,NekroVirus
12857,Empyrean
12986,NaazRokhaAlliance
13234,NaazRokhaAlliance
13586,YinBrotherhood
13846,NekroVirus
2484,MahactGeneSorcerers
2918,MahactGeneSorcerers
3656,MahactGeneSorcerers
3808,MahactGeneSorcerers
4021,MahactGeneSorcerers
4343,MahactGeneSorcerers
4376,MahactGeneSorcerers
4533,MahactGeneSorcerers
4619,MahactGeneSorcerers
4651,MahactGeneSorcerers
4712,MahactGeneSorcerers
4746,MahactGeneSorcerers
4818,MahactGeneSorcerers
5007,MahactGeneSorcerers
5080,MahactGeneSorcerers
5364,MahactGeneSorcerers
5374,MahactGeneSorcerers
5684,MahactGeneSorcerers
5719,MahactGeneSorcerers
5830,MahactGeneSorcerers
5887,MahactGeneSorcerers
6049,MahactGeneSorcerers
6254,MahactGeneSorcerers
6277,MahactGeneSorcerers
6285,MahactGeneSorcerers
6312,MahactGeneSorcerers
6318,MahactGeneSorcerers
6362,MahactGeneSorcerers
6404,MahactGeneSorcerers
7036,MahactGeneSorcerers
7044,MahactGeneSorcerers
7294,MahactGeneSorcerers
7348,MahactGeneSorcerers
7467,MahactGeneSorcerers
7529,MahactGeneSorcerers
7742,MahactGeneSorcerers
7772,MahactGeneSorcerers
8013,MahactGeneSorcerers
8132,MahactGeneSorcerers
8307,MahactGeneSorcerers
8314,MahactGeneSorcerers
8510,MahactGeneSorcerers
8575,MahactGeneSorcerers
8797,MahactGeneSorcerers
8931,MahactGeneSorcerers
8959,MahactGeneSorcerers
9221,MahactGeneSorcerers
9271,MahactGeneSorcerers
9534,MahactGeneSorcerers
9822,MahactGeneSorcerers
9842,MahactGeneSorcerers
10079,MahactGeneSorcerers
10321,MahactGeneSorcerers
10392,MahactGeneSorcerers
10452,MahactGeneSorcerers
10519,MahactGeneSorcerers
10559,MahactGeneSorcerers
10650,MahactGeneSorcerers
10828,MahactGeneSorcerers
10929,MahactGeneSorcerers
11425,MahactGeneSorcerers
11890,MahactGeneSorcerers
11911,MahactGeneSorcerers
12373,MahactGeneSorcerers
12550,MahactGeneSorcerers
12716,MahactGeneSorcerers
12997,MahactGeneSorcerers
13152,MahactGeneSorcerers
13312,MahactGeneSorcerers
52,YssarilTribes
1006,Winnu
1812,NaazRokhaAlliance
2364,Arborec
2436,UniversitiesofJolNar
2617,Empyrean
3759,YinBrotherhood
3784,Empyrean
3857,Nomad
3900,KeleresXxcha
3977,YssarilTribes
4019,Nomad
4228,FederationofSol
4234,YinBrotherhood
4252,Nomad
4362,L1Z1XMindnet
4382,EmiratesofHacan
4555,XxchaKingdom
4598,FederationofSol
4610,MahactGeneSorcerers
4635,EmiratesofHacan
4769,ClanofSaar
4810,EmiratesofHacan
4837,NaazRokhaAlliance
4905,Arborec
4926,FederationofSol
4959,Arborec
5000,NekroVirus
5190,YinBrotherhood
5253,NekroVirus
5271,GhostsofCreuss
5275,Nomad
5318,BaronyofLetnev
5326,Nomad
5362,YssarilTribes
5375,FederationofSol
5379,TitansofUl
5417,NaazRokhaAlliance
5422,Nomad
5477,ClanofSaar
5595,FederationofSol
5629,Nomad
5645,NekroVirus
5646,Winnu
5649,MahactGeneSorcerers
5660,NaaluCollective
5661,EmiratesofHacan
5681,TitansofUl
5703,Nomad
5748,Empyrean
5762,NaazRokhaAlliance
5810,Winnu
5834,YssarilTribes
5851,KeleresMentak
5912,ArgentFlight
5950,Empyrean
5987,NaazRokhaAlliance
5997,Nomad
6024,XxchaKingdom
6065,YssarilTribes
6104,BaronyofLetnev
6164,FederationofSol
6192,MahactGeneSorcerers
6231,YssarilTribes
6233,NekroVirus
6289,Nomad
6347,KeleresMentak
6348,L1Z1XMindnet
6372,EmbersofMuaat
6373,YssarilTribes
6410,Winnu
6415,Nomad
6427,Winnu
6468,Nomad
6493,XxchaKingdom
6523,Empyrean
6531,Winnu
6629,NaaluCollective
6658,EmbersofMuaat
6666,Arborec
6667,ArgentFlight
6772,YinBrotherhood
6796,GhostsofCreuss
6863,NekroVirus
6913,Winnu
6916,Nomad
6997,NekroVirus
7012,GhostsofCreuss
7031,ArgentFlight
7103,UniversitiesofJolNar
7111,L1Z1XMindnet
7183,MahactGeneSorcerers
7264,TitansofUl
7337,EmiratesofHacan
7385,UniversitiesofJolNar
7475,XxchaKingdom
7492,Empyrean
7521,L1Z1XMindnet
7587,EmiratesofHacan
7615,MahactGeneSorcerers
7659,NaaluCollective
7698,Nomad
7753,EmiratesofHacan
7763,UniversitiesofJolNar
7811,KeleresMentak
7927,BaronyofLetnev
7948,EmbersofMuaat
7980,FederationofSol
8040,NekroVirus
8152,Nomad
8298,SardakkN'orr
8342,Empyrean
8344,Nomad
8410,NekroVirus
8521,Arborec
8578,Nomad
8658,Nomad
8668,MahactGeneSorcerers
8706,Winnu
8707,NaaluCollective
8710,Winnu
8719,NaaluCollective
8768,EmbersofMuaat
8790,FederationofSol
8809,MahactGeneSorcerers
8817,Nomad
8897,Vuil'raithCabal
8906,YssarilTribes
8937,NaaluCollective
9082,Arborec
9129,Nomad
9141,SardakkN'orr
9176,NaaluCollective
9224,NekroVirus
9284,UniversitiesofJolNar
9298,GhostsofCreuss
9352,Nomad
9394,Nomad
9430,ArgentFlight
9477,EmiratesofHacan
9603,YinBrotherhood
9639,Winnu
9657,Winnu
9665,YinBrotherhood
9681,GhostsofCreuss
9699,Nomad
9732,Nomad
9737,NaazRokhaAlliance
9739,ArgentFlight
9823,FederationofSol
9857,NaaluCollective
9865,MentakCoalition
9904,Nomad
9916,MentakCoalition
9962,NaaluCollective
9991,FederationofSol
10042,ClanofSaar
10077,TitansofUl
10100,Winnu
10112,Winnu
10159,Nomad
10214,Nomad
10226,NaaluCollective
10258,L1Z1XMindnet
10272,Nomad
10316,ClanofSaar
10330,ArgentFlight
10349,FederationofSol
10351,KeleresMentak
10368,NaazRokhaAlliance
10437,MahactGeneSorcerers
10506,UniversitiesofJolNar
10565,YssarilTribes
10567,EmiratesofHacan
10576,UniversitiesofJolNar
10607,NaazRokhaAlliance
10614,YinBrotherhood
10618,Vuil'raithCabal
10652,NaaluCollective
10696,MahactGeneSorcerers
10733,ArgentFlight
10748,XxchaKingdom
10750,Nomad
10823,Nomad
10901,TitansofUl
10902,NaazRokhaAlliance
10982,Nomad
11114,GhostsofCreuss
11168,Nomad
11264,BaronyofLetnev
11323,UniversitiesofJolNar
11355,Nomad
11422,TitansofUl
11440,EmiratesofHacan
11519,EmiratesofHacan
11612,Nomad
11728,XxchaKingdom
11747,BaronyofLetnev
11804,Nomad
11889,YssarilTribes
11994,XxchaKingdom
12027,NaaluCollective
12110,XxchaKingdom
12113,NekroVirus
12142,Nomad
12209,FederationofSol
12258,Arborec
12296,NekroVirus
12360,Nomad
12374,Nomad
12404,XxchaKingdom
12458,FederationofSol
12471,Nomad
12478,NaaluCollective
12609,ArgentFlight
12641,Arborec
12669,L1Z1XMindnet
12687,Vuil'raithCabal
12692,KeleresMentak
12713,XxchaKingdom
12734,NaazRokhaAlliance
12780,Nomad
12806,SardakkN'orr
12946,NekroVirus
13051,BaronyofLetnev
13175,GhostsofCreuss
13255,NaazRokhaAlliance
13259,ClanofSaar
13274,Arborec
13428,Nomad
13536,NaazRokhaAlliance
13697,UniversitiesofJolNar
13713,EmiratesofHacan
13935,XxchaKingdom
14108,NaaluCollective
14240,NaazRokhaAlliance
14445,MahactGeneSorcerers
773,TitansofUl
1250,UniversitiesofJolNar
3653,NekroVirus
3683,FederationofSol
3859,Nomad
3862,EmiratesofHacan
3865,NekroVirus
3870,MahactGeneSorcerers
3927,YssarilTribes
3944,EmiratesofHacan
3953,XxchaKingdom
3994,TitansofUl
4037,NaazRokhaAlliance
4047,EmiratesofHacan
4111,YssarilTribes
4260,Vuil'raithCabal
4313,Empyrean
4338,YssarilTribes
4385,EmiratesofHacan
4417,EmiratesofHacan
4427,UniversitiesofJolNar
4451,SardakkN'orr
4457,NaaluCollective
4576,EmiratesofHacan
4584,FederationofSol
4763,Arborec
4817,NaazRokhaAlliance
4822,NaazRokhaAlliance
4865,EmiratesofHacan
4867,NekroVirus
4873,Empyrean
4875,BaronyofLetnev
4886,Nomad
4918,NaazRokhaAlliance
4923,YssarilTribes
4992,XxchaKingdom
4999,NekroVirus
5053,YssarilTribes
5079,EmiratesofHacan
5092,ClanofSaar
5093,Empyrean
5297,GhostsofCreuss
5304,ClanofSaar
5445,NaazRokhaAlliance
5512,EmiratesofHacan
5532,EmbersofMuaat
5552,NekroVirus
5591,GhostsofCreuss
5602,Empyrean
5665,Arborec
5673,L1Z1XMindnet
5707,ArgentFlight
5754,EmiratesofHacan
5813,NaaluCollective
5847,MahactGeneSorcerers
5874,KeleresMentak
5902,YinBrotherhood
5946,NekroVirus
6039,EmiratesofHacan
6081,L1Z1XMindnet
6088,MahactGeneSorcerers
6100,EmiratesofHacan
6242,EmiratesofHacan
6261,EmbersofMuaat
6272,ClanofSaar
6295,NaaluCollective
6313,NaaluCollective
6399,UniversitiesofJolNar
6414,EmbersofMuaat
6423,MahactGeneSorcerers
6480,UniversitiesofJolNar
6524,MahactGeneSorcerers
6583,YssarilTribes
6639,MahactGeneSorcerers
6684,Vuil'raithCabal
6702,Empyrean
6743,EmiratesofHacan
6834,YssarilTribes
6868,YssarilTribes
6877,Nomad
6896,KeleresMentak
6953,TitansofUl
6999,NaaluCollective
7048,TitansofUl
7074,XxchaKingdom
7100,NekroVirus
7117,ClanofSaar
7120,EmbersofMuaat
7174,Arborec
7234,EmiratesofHacan
7271,EmiratesofHacan
7283,MahactGeneSorcerers
7322,Vuil'raithCabal
7331,MahactGeneSorcerers
7383,KeleresMentak
7466,YssarilTribes
7527,ArgentFlight
7539,EmiratesofHacan
7548,FederationofSol
7569,TitansofUl
7594,YssarilTribes
7596,BaronyofLetnev
7629,NaazRokhaAlliance
7634,BaronyofLetnev
7637,Empyrean
7674,NaaluCollective
7735,UniversitiesofJolNar
7740,GhostsofCreuss
7815,ClanofSaar
7912,GhostsofCreuss
7937,KeleresMentak
7963,TitansofUl
8009,FederationofSol
8073,Winnu
8214,Arborec
8219,NaazRokhaAlliance
8240,Winnu
8375,EmiratesofHacan
8412,Vuil'raithCabal
8418,XxchaKingdom
8426,MentakCoalition
8471,YinBrotherhood
8603,EmiratesofHacan
8636,FederationofSol
8638,FederationofSol
8647,Vuil'raithCabal
8738,XxchaKingdom
8746,EmiratesofHacan
8759,NaaluCollective
8793,XxchaKingdom
8798,YinBrotherhood
8837,TitansofUl
8872,GhostsofCreuss
8976,MentakCoalition
9087,EmiratesofHacan
9206,EmbersofMuaat
9228,YssarilTribes
9252,Empyrean
9326,NaazRokhaAlliance
9336,ClanofSaar
9344,KeleresMentak
9383,MahactGeneSorcerers
9463,GhostsofCreuss
9466,EmiratesofHacan
9487,MahactGeneSorcerers
9501,XxchaKingdom
9527,EmiratesofHacan
9555,Empyrean
9605,XxchaKingdom
9632,Arborec
9680,XxchaKingdom
9719,YinBrotherhood
9725,TitansofUl
9750,Winnu
9791,Arborec
9792,NaaluCollective
9804,GhostsofCreuss
9824,FederationofSol
9852,YssarilTribes
9856,NaaluCollective
9879,Empyrean
9940,NekroVirus
9966,MahactGeneSorcerers
9983,UniversitiesofJolNar
10026,BaronyofLetnev
10032,EmiratesofHacan
10200,TitansofUl
10241,YssarilTribes
10281,TitansofUl
10311,MahactGeneSorcerers
10396,NekroVirus
10447,MentakCoalition
10535,Empyrean
10585,FederationofSol
10600,UniversitiesofJolNar
10689,ArgentFlight
10690,NekroVirus
10861,BaronyofLetnev
10882,TitansofUl
10891,FederationofSol
10907,MahactGeneSorcerers
10919,MahactGeneSorcerers
10952,MentakCoalition
10979,Empyrean
11026,ClanofSaar
11029,ClanofSaar
11111,ArgentFlight
11112,TitansofUl
11135,YssarilTribes
11278,SardakkN'orr
11314,Vuil'raithCabal
11449,GhostsofCreuss
11580,FederationofSol
11682,L1Z1XMindnet
11695,GhostsofCreuss
11727,XxchaKingdom
11815,UniversitiesofJolNar
11863,NaazRokhaAlliance
11927,L1Z1XMindnet
11990,TitansofUl
12040,Empyrean
12101,KeleresMentak
12103,L1Z1XMindnet
12104,Arborec
12129,ArgentFlight
12180,Vuil'raithCabal
12255,UniversitiesofJolNar
12323,YssarilTribes
12451,XxchaKingdom
12567,BaronyofLetnev
12568,YinBrotherhood
12596,YssarilTribes
12674,NaazRokhaAlliance
12699,ArgentFlight
12736,NaazRokhaAlliance
13040,Nomad
13043,NaazRokhaAlliance
13134,Vuil'raithCabal
13162,TitansofUl
13252,BaronyofLetnev
13502,EmiratesofHacan
13593,NekroVirus
13615,NaazRokhaAlliance
13746,EmiratesofHacan
13804,UniversitiesofJolNar
13884,EmiratesofHacan
14055,UniversitiesofJolNar
14186,SardakkN'orr
14331,MahactGeneSorcerers
14489,Vuil'raithCabal
14574,NekroVirus
14641,NaazRokhaAlliance
14765,FederationofSol
1362,Vuil'raithCabal
1761,NekroVirus
1986,YssarilTribes
2906,BaronyofLetnev
2916,MentakCoalition
3707,SardakkN'orr
3795,TitansofUl
3801,L1Z1XMindnet
3822,Nomad
3871,MahactGeneSorcerers
3905,L1Z1XMindnet
3948,ClanofSaar
3966,MentakCoalition
3983,Empyrean
4036,ClanofSaar
4298,EmbersofMuaat
4347,L1Z1XMindnet
4372,L1Z1XMindnet
4383,FederationofSol
4493,NekroVirus
4597,MahactGeneSorcerers
4599,Winnu
4613,YssarilTribes
4655,UniversitiesofJolNar
4701,YinBrotherhood
4705,XxchaKingdom
4743,L1Z1XMindnet
4901,MahactGeneSorcerers
4938,ClanofSaar
4961,NekroVirus
4981,NekroVirus
4987,NaazRokhaAlliance
5059,MahactGeneSorcerers
5127,L1Z1XMindnet
5202,GhostsofCreuss
5220,FederationofSol
5243,L1Z1XMindnet
5255,FederationofSol
5277,YssarilTribes
5292,BaronyofLetnev
5296,UniversitiesofJolNar
5324,ArgentFlight
5334,MahactGeneSorcerers
5347,YinBrotherhood
5387,Empyrean
5400,GhostsofCreuss
5443,ClanofSaar
5495,GhostsofCreuss
5517,BaronyofLetnev
5677,ArgentFlight
5734,Nomad
5786,YinBrotherhood
5843,XxchaKingdom
5955,L1Z1XMindnet
6015,KeleresMentak
6043,NekroVirus
6077,TitansofUl
6083,YssarilTribes
6102,UniversitiesofJolNar
6185,YinBrotherhood
6280,TitansofUl
6309,Winnu
6343,NaazRokhaAlliance
6351,NaazRokhaAlliance
6355,Vuil'raithCabal
6498,ArgentFlight
6509,NaaluCollective
6550,EmiratesofHacan
6599,FederationofSol
6655,BaronyofLetnev
6706,NaaluCollective
6857,NekroVirus
6899,FederationofSol
6943,KeleresMentak
6951,L1Z1XMindnet
6981,NaazRokhaAlliance
7085,YssarilTribes
7089,Arborec
7142,Arborec
7158,ClanofSaar
7325,FederationofSol
7342,NaaluCollective
7380,NaaluCollective
7391,ClanofSaar
7412,NaazRokhaAlliance
7431,L1Z1XMindnet
7451,L1Z1XMindnet
7500,YssarilTribes
7607,NaazRokhaAlliance
7764,NekroVirus
7786,UniversitiesofJolNar
7798,NaazRokhaAlliance
7817,EmbersofMuaat
7838,L1Z1XMindnet
7883,Arborec
7891,NaaluCollective
7973,NaazRokhaAlliance
8003,XxchaKingdom
8133,L1Z1XMindnet
8193,Vuil'raithCabal
8203,Empyrean
8349,L1Z1XMindnet
8357,ClanofSaar
8483,FederationofSol
8501,FederationofSol
8518,L1Z1XMindnet
8645,UniversitiesofJolNar
8748,L1Z1XMindnet
8765,Empyrean
8811,L1Z1XMindnet
8899,UniversitiesofJolNar
8917,KeleresMentak
8993,Empyrean
9012,YinBrotherhood
9080,NaazRokhaAlliance
9266,Empyrean
9304,UniversitiesofJolNar
9308,Winnu
9443,XxchaKingdom
9451,EmiratesofHacan
9613,YssarilTribes
9635,Nomad
9976,UniversitiesofJolNar
9997,GhostsofCreuss
10060,KeleresArgent
10113,L1Z1XMindnet
10135,Nomad
10290,SardakkN'orr
10327,Empyrean
10383,YssarilTribes
10401,EmbersofMuaat
10477,ClanofSaar
10496,YssarilTribes
10499,FederationofSol
10573,GhostsofCreuss
10595,L1Z1XMindnet
10597,L1Z1XMindnet
10604,NaaluCollective
10674,NekroVirus
10759,ClanofSaar
10767,FederationofSol
10771,Vuil'raithCabal
10814,EmiratesofHacan
10821,TitansofUl
10878,L1Z1XMindnet
10880,GhostsofCreuss
11079,EmbersofMuaat
11124,L1Z1XMindnet
11177,Empyrean
11299,YssarilTribes
11320,Empyrean
11356,GhostsofCreuss
11373,YssarilTribes
11497,MahactGeneSorcerers
11560,XxchaKingdom
11597,YssarilTribes
11641,Vuil'raithCabal
11645,MahactGeneSorcerers
11649,FederationofSol
11740,MentakCoalition
11778,UniversitiesofJolNar
11939,NaazRokhaAlliance
11946,UniversitiesofJolNar
12037,ClanofSaar
12043,Vuil'raithCabal
12457,NekroVirus
12477,ClanofSaar
12666,NaazRokhaAlliance
12726,L1Z1XMindnet
12778,MahactGeneSorcerers
12803,NaazRokhaAlliance
13017,Arborec
13245,Vuil'raithCabal
13560,GhostsofCreuss
14000,NekroVirus
14002,MahactGeneSorcerers
14282,YssarilTribes
1422,YssarilTribes
3321,YssarilTribes
3670,MahactGeneSorcerers
3708,Vuil'raithCabal
3869,Empyrean
3897,KeleresMentak
3985,Arborec
4052,ClanofSaar
4098,YssarilTribes
4208,ArgentFlight
4218,ClanofSaar
4295,KeleresMentak
4447,NaazRokhaAlliance
4470,Vuil'raithCabal
4571,YssarilTribes
4575,MahactGeneSorcerers
4661,Winnu
4691,FederationofSol
4770,KeleresMentak
4838,FederationofSol
4864,L1Z1XMindnet
4866,Empyrean
4890,KeleresMentak
4929,FederationofSol
4935,TitansofUl
5019,EmiratesofHacan
5095,TitansofUl
5114,Vuil'raithCabal
5162,Empyrean
5216,FederationofSol
5219,XxchaKingdom
5228,NaaluCollective
5244,MahactGeneSorcerers
5263,ArgentFlight
5307,FederationofSol
5330,Vuil'raithCabal
5340,NaaluCollective
5348,Winnu
5381,GhostsofCreuss
5448,YssarilTribes
5524,KeleresMentak
5555,L1Z1XMindnet
5621,L1Z1XMindnet
5799,EmbersofMuaat
5804,ClanofSaar
5908,NaazRokhaAlliance
5934,NekroVirus
6034,ArgentFlight
6116,Winnu
6132,EmiratesofHacan
6166,ArgentFlight
6179,TitansofUl
6218,UniversitiesofJolNar
6238,FederationofSol
6267,XxchaKingdom
6377,EmbersofMuaat
6394,UniversitiesofJolNar
6444,EmiratesofHacan
6449,L1Z1XMindnet
6450,Vuil'raithCabal
6512,NaaluCollective
6538,Nomad
6697,Empyrean
6763,Empyrean
6778,Empyrean
6854,KeleresMentak
6858,KeleresMentak
6876,NaazRokhaAlliance
6958,FederationofSol
7013,UniversitiesofJolNar
7063,KeleresMentak
7080,NekroVirus
7134,EmiratesofHacan
7196,KeleresMentak
7212,XxchaKingdom
7251,NaaluCollective
7256,KeleresMentak
7297,KeleresMentak
7400,UniversitiesofJolNar
7438,Empyrean
7633,EmbersofMuaat
7654,NaaluCollective
7678,EmiratesofHacan
7697,EmiratesofHacan
7701,KeleresMentak
7720,NaaluCollective
7792,MahactGeneSorcerers
7824,NekroVirus
7832,YssarilTribes
7903,Arborec
7967,KeleresMentak
7977,UniversitiesofJolNar
8080,KeleresMentak
8118,FederationofSol
8125,FederationofSol
8156,NaazRokhaAlliance
8163,Empyrean
8196,YssarilTribes
8284,Winnu
8364,ClanofSaar
8420,YssarilTribes
8463,EmbersofMuaat
8469,SardakkN'orr
8473,UniversitiesofJolNar
8508,FederationofSol
8605,NaazRokhaAlliance
8701,Empyrean
8703,YinBrotherhood
8744,TitansofUl
8804,TitansofUl
8902,Empyrean
9000,EmbersofMuaat
9062,KeleresMentak
9223,TitansofUl
9231,YssarilTribes
9243,NaazRokhaAlliance
9244,FederationofSol
9247,GhostsofCreuss
9257,Arborec
9297,KeleresMentak
9354,TitansofUl
9415,EmbersofMuaat
9473,EmbersofMuaat
9544,YssarilTribes
9558,EmbersofMuaat
9620,YinBrotherhood
9655,Winnu
9755,ArgentFlight
9777,NaaluCollective
9795,FederationofSol
9818,Empyrean
9819,KeleresMentak
9877,UniversitiesofJolNar
9898,XxchaKingdom
9919,Winnu
9946,ClanofSaar
9948,ClanofSaar
9954,ClanofSaar
9968,Arborec
10008,EmiratesofHacan
10034,KeleresMentak
10051,KeleresMentak
10107,GhostsofCreuss
10149,EmiratesofHacan
10186,EmbersofMuaat
10190,FederationofSol
10284,NaaluCollective
10329,YssarilTribes
10381,KeleresMentak
10552,Empyrean
10563,FederationofSol
10633,SardakkN'orr
10651,TitansofUl
10809,SardakkN'orr
10895,MahactGeneSorcerers
10949,Nomad
11023,KeleresMentak
11133,Empyrean
11136,MahactGeneSorcerers
11175,NaaluCollective
11263,MahactGeneSorcerers
11312,NekroVirus
11382,EmiratesofHacan
11705,NekroVirus
11739,NekroVirus
11772,FederationofSol
11843,NekroVirus
11962,KeleresMentak
11996,XxchaKingdom
12116,KeleresMentak
12442,FederationofSol
12727,EmiratesofHacan
12948,EmbersofMuaat
13020,NaaluCollective
13211,YssarilTribes
13311,NaazRokhaAlliance
104,NaazRokhaAlliance
664,KeleresXxcha
1083,Nomad
1165,FederationofSol
3785,L1Z1XMindnet
3804,EmbersofMuaat
3833,EmbersofMuaat
3849,YssarilTribes
3880,NekroVirus
3941,YssarilTribes
3971,GhostsofCreuss
3972,NaaluCollective
4042,EmiratesofHacan
4074,NaaluCollective
4139,FederationofSol
4146,Winnu
4156,UniversitiesofJolNar
4185,BaronyofLetnev
4186,NaazRokhaAlliance
4330,Nomad
4364,FederationofSol
4377,EmiratesofHacan
4399,TitansofUl
4556,FederationofSol
4624,YinBrotherhood
4660,MahactGeneSorcerers
4665,EmbersofMuaat
4690,XxchaKingdom
4868,Winnu
4973,NaaluCollective
4974,UniversitiesofJolNar
5036,Winnu
5096,YssarilTribes
5129,EmbersofMuaat
5214,EmbersofMuaat
5287,Nomad
5301,NaazRokhaAlliance
5355,EmbersofMuaat
5376,NaaluCollective
5386,YinBrotherhood
5424,ClanofSaar
5434,EmbersofMuaat
5543,KeleresMentak
5554,YssarilTribes
5570,YinBrotherhood
5619,EmbersofMuaat
5709,Winnu
5780,NaaluCollective
5792,Nomad
5793,NaaluCollective
5859,TitansofUl
5948,TitansofUl
5965,EmbersofMuaat
6096,EmbersofMuaat
6139,EmbersofMuaat
6198,Nomad
6206,ClanofSaar
6249,EmbersofMuaat
6440,FederationofSol
6484,NekroVirus
6496,ClanofSaar
6515,YinBrotherhood
6558,Arborec
6590,L1Z1XMindnet
6664,ClanofSaar
6673,MahactGeneSorcerers
6676,YssarilTribes
6710,ArgentFlight
6816,FederationofSol
6842,NekroVirus
6860,Nomad
6915,NaazRokhaAlliance
7065,FederationofSol
7097,Nomad
7109,EmbersofMuaat
7114,MentakCoalition
7204,NaazRokhaAlliance
7218,ClanofSaar
7345,YssarilTribes
7365,Arborec
7409,GhostsofCreuss
7446,MentakCoalition
7491,Empyrean
7506,NekroVirus
7572,XxchaKingdom
7578,MahactGeneSorcerers
7627,NaazRokhaAlliance
7717,NaazRokhaAlliance
7814,FederationofSol
7853,Empyrean
8008,Arborec
8016,Winnu
8065,EmbersofMuaat
8083,NaazRokhaAlliance
8090,Nomad
8103,NaazRokhaAlliance
8191,YinBrotherhood
8271,L1Z1XMindnet
8291,MahactGeneSorcerers
8397,TitansofUl
8419,NaaluCollective
8464,GhostsofCreuss
8648,Arborec
8696,Empyrean
8802,NaazRokhaAlliance
8852,Arborec
8877,NaaluCollective
8977,NaaluCollective
9007,UniversitiesofJolNar
9171,ArgentFlight
9216,Vuil'raithCabal
9258,EmbersofMuaat
9260,BaronyofLetnev
9389,MentakCoalition
9462,GhostsofCreuss
9499,FederationofSol
9502,EmbersofMuaat
9547,EmbersofMuaat
9560,Winnu
9738,Winnu
9745,FederationofSol
9838,NekroVirus
9873,EmbersofMuaat
9961,BaronyofLetnev
9969,EmbersofMuaat
10130,NaazRokhaAlliance
10157,EmiratesofHacan
10228,GhostsofCreuss
10315,EmbersofMuaat
10481,MahactGeneSorcerers
10806,UniversitiesofJolNar
10812,EmiratesofHacan
10826,EmbersofMuaat
10938,Arborec
10951,KeleresMentak
10977,Empyrean
11019,EmbersofMuaat
11058,Empyrean
11130,TitansofUl
11150,YssarilTribes
11151,Winnu
11331,EmbersofMuaat
11357,XxchaKingdom
11503,ArgentFlight
11554,NekroVirus
11593,L1Z1XMindnet
11602,YssarilTribes
11683,SardakkN'orr
11710,NekroVirus
11717,FederationofSol
11753,ArgentFlight
11832,Winnu
